  -1.3500000e+02  -3.0000000e+01  -9.7915075e-02   1.0404114e-01  -3.8137051e-01   4.5158885e-01  -5.4341638e-04  -4.9539623e-02
  -1.3500000e+02  -3.3000000e+01  -9.8684778e-02   1.0496750e-01  -3.9062545e-01   4.6320840e-01  -4.8890913e-04  -4.9542631e-02
  -1.3500000e+02  -3.6000000e+01  -9.9456046e-02   1.0614357e-01  -3.9776316e-01   4.7221778e-01  -5.5913799e-04  -4.9480774e-02
  -1.3500000e+02  -3.9000000e+01  -1.0028096e-01   1.0722085e-01  -4.0274616e-01   4.7863384e-01  -4.8912473e-04  -4.9557269e-02
  -1.3500000e+02  -4.2000000e+01  -1.0127073e-01   1.0843271e-01  -4.0545986e-01   4.8224710e-01  -6.1609066e-04  -4.9447461e-02
  -1.3500000e+02  -4.5000000e+01  -1.0248417e-01   1.1008240e-01  -4.0591880e-01   4.8308972e-01  -5.9523381e-04  -4.9482531e-02
  -1.3500000e+02  -4.8000000e+01  -1.0372471e-01   1.1167893e-01  -4.0415536e-01   4.8125718e-01  -5.5183047e-04  -4.9590888e-02
  -1.3500000e+02  -5.1000000e+01  -1.0539549e-01   1.1363401e-01  -4.0011818e-01   4.7661563e-01  -5.4835492e-04  -4.9652029e-02
  -1.3500000e+02  -5.4000000e+01  -1.0730532e-01   1.1599574e-01  -3.9391616e-01   4.6934078e-01  -5.7414710e-04  -4.9730681e-02
  -1.3500000e+02  -5.7000000e+01  -1.0962779e-01   1.1886188e-01  -3.8551342e-01   4.5935621e-01  -5.4148845e-04  -4.9901169e-02
  -1.3500000e+02  -6.0000000e+01  -1.1200509e-01   1.2161332e-01  -3.7493187e-01   4.4666372e-01  -5.7938034e-04  -5.0045547e-02
  -1.3500000e+02  -6.3000000e+01  -1.1550618e-01   1.2584138e-01  -3.6212791e-01   4.3129463e-01  -6.1299299e-04  -5.0297636e-02
  -1.3500000e+02  -6.6000000e+01  -1.1982146e-01   1.3086491e-01  -3.4676639e-01   4.1274008e-01  -5.4854855e-04  -5.0795198e-02
  -1.3500000e+02  -6.9000000e+01  -1.2566068e-01   1.3758877e-01  -3.2829266e-01   3.9030212e-01  -6.6635351e-04  -5.1252607e-02
  -1.3500000e+02  -7.2000000e+01  -1.3537158e-01   1.4880044e-01  -3.0566972e-01   3.6275945e-01  -6.4594755e-04  -5.2116914e-02
  -1.3500000e+02  -7.5000000e+01  -1.5097794e-01   1.6592472e-01  -2.6755446e-01   3.1622207e-01  -2.9734245e-04  -5.3862630e-02
  -1.2000000e+02  -9.0000000e+01  -2.3940805e-01   2.5140771e-01  -1.4655182e-01   1.6843112e-01   2.4065161e-05  -1.5958107e-02
  -1.2292635e+02  -8.9711766e+01  -1.9614028e-01   2.0535392e-01  -1.3924095e-01   1.6229962e-01  -1.3026481e-04  -2.2538870e-02
  -1.3471177e+02  -7.7926352e+01  -1.4225077e-01   1.5382732e-01  -2.1128693e-01   2.5034607e-01  -4.6740516e-04  -5.3888260e-02
  -1.2574024e+02  -8.8858171e+01  -1.7041562e-01   1.7778434e-01  -1.3097244e-01   1.5461289e-01  -2.7503536e-04  -2.9755506e-02
  -1.3385817e+02  -8.0740242e+01  -1.3176723e-01   1.4007962e-01  -1.7973769e-01   2.1367780e-01  -4.5136855e-04  -5.2089348e-02
  -1.3247203e+02  -8.3333546e+01  -1.3004452e-01   1.3654718e-01  -1.5632663e-01   1.8642389e-01  -5.3173965e-04  -4.8308626e-02
  -1.2833355e+02  -8.7472033e+01  -1.5067679e-01   1.5697428e-01  -1.3107093e-01   1.5604442e-01  -2.5427053e-04  -3.6943613e-02
  -1.3060660e+02  -8.5606602e+01  -1.3712584e-01   1.4293060e-01  -1.3946860e-01   1.6639546e-01  -2.9747096e-04  -4.3328638e-02
  -1.3500000e+02   1.5000000e+01  -1.3601117e-01   1.4358399e-01  -4.3927102e-02   4.5270133e-02  -4.9644146e-04  -5.3950587e-02
  -1.3500000e+02   1.2000000e+01  -1.1732593e-01   1.2345080e-01  -7.9353184e-02   8.5464469e-02  -4.9677634e-04  -5.2588627e-02
  -1.3500000e+02   9.0000000e+00  -1.1012647e-01   1.1581499e-01  -1.0938286e-01   1.2057617e-01  -3.8856555e-04  -5.1854693e-02
  -1.3500000e+02   6.0000000e+00  -1.0568204e-01   1.1102565e-01  -1.3818960e-01   1.5470500e-01  -4.8946335e-04  -5.1158716e-02
  -1.3500000e+02   3.0000000e+00  -1.0286189e-01   1.0798046e-01  -1.6584031e-01   1.8776131e-01  -5.5033491e-04  -5.0606066e-02
  -1.3500000e+02   5.9119376e-15  -1.0078459e-01   1.0588674e-01  -1.9238395e-01   2.1971585e-01  -5.3600486e-04  -5.0344528e-02
  -1.3500000e+02  -3.0000000e+00  -9.9226854e-02   1.0415115e-01  -2.1770448e-01   2.5036542e-01  -5.6127168e-04  -5.0097758e-02
  -1.3500000e+02  -6.0000000e+00  -9.8199649e-02   1.0318374e-01  -2.4185603e-01   2.7974782e-01  -4.9093698e-04  -4.9989314e-02
  -1.3500000e+02  -9.0000000e+00  -9.7485148e-02   1.0246965e-01  -2.6469169e-01   3.0761637e-01  -5.2343128e-04  -4.9847858e-02
  -1.3500000e+02  -1.2000000e+01  -9.7018327e-02   1.0211896e-01  -2.8617747e-01   3.3393719e-01  -5.6175020e-04  -4.9718998e-02
  -1.3500000e+02  -1.5000000e+01  -9.6604677e-02   1.0172168e-01  -3.0623124e-01   3.5855840e-01  -5.4164744e-04  -4.9667990e-02
  -1.3500000e+02  -1.8000000e+01  -9.6589193e-02   1.0187581e-01  -3.2475131e-01   3.8137265e-01  -5.3924335e-04  -4.9623459e-02
  -1.3500000e+02  -2.1000000e+01  -9.6819285e-02   1.0241653e-01  -3.4161484e-01   4.0219280e-01  -4.5273924e-04  -4.9706858e-02
  -1.3500000e+02  -2.4000000e+01  -9.7046077e-02   1.0282054e-01  -3.5675953e-01   4.2098280e-01  -5.8517462e-04  -4.9506835e-02
  -1.3500000e+02  -2.7000000e+01  -9.7345218e-02   1.0328500e-01  -3.6999640e-01   4.3740300e-01  -5.4252793e-04  -4.9496081e-02
  -1.2000000e+02   3.0000000e+01  -4.8721833e-01   5.2204702e-01   1.1590868e-01  -1.2822010e-01  -7.9004936e-05  -1.6589042e-02
  -1.2292635e+02   2.9711766e+01  -3.9265020e-01   4.1869615e-01   7.1506122e-02  -8.0645803e-02  -1.3756085e-04  -2.3158010e-02
  -1.2574024e+02   2.8858171e+01  -3.3868191e-01   3.5991240e-01   2.9363581e-02  -3.5457232e-02  -2.1165210e-04  -3.0397631e-02
  -1.2833355e+02   2.7472033e+01  -2.9392787e-01   3.1158373e-01   3.6102988e-04  -4.4862071e-03  -2.0203371e-04  -3.7496958e-02
  -1.3060660e+02   2.5606602e+01  -2.5511220e-01   2.6995500e-01  -1.8906574e-02   1.6156250e-02  -3.1729148e-04  -4.3745813e-02
  -1.3247203e+02   2.3333546e+01  -2.2175649e-01   2.3441852e-01  -3.0271320e-02   2.8478084e-02  -4.5592341e-04  -4.8777412e-02
  -1.3385817e+02   2.0740242e+01  -1.9215239e-01   2.0305424e-01  -3.5707012e-02   3.4645331e-02  -5.0603141e-04  -5.2396750e-02
  -1.3471177e+02   1.7926352e+01  -1.6616969e-01   1.7566934e-01  -3.8566393e-02   3.8340056e-02  -3.6033398e-04  -5.4350362e-02
  -9.0000000e+01  -9.0000000e+01  -1.2470543e-01   1.0175429e-01  -1.3091285e-01   1.5759862e-01   1.7973634e-04   1.5262160e-02
  -9.3000000e+01  -9.0000000e+01  -1.6592055e-01   1.4549880e-01  -1.1510762e-01   1.3820535e-01   1.5591800e-04   1.0318244e-02
  -9.6000000e+01  -9.0000000e+01  -1.9381876e-01   1.7731821e-01  -1.1054148e-01   1.3182672e-01   1.4783942e-04   6.7340506e-03
  -9.9000000e+01  -9.0000000e+01  -2.1637892e-01   2.0411684e-01  -1.0890462e-01   1.2912317e-01   8.4611977e-05   4.0249523e-03
  -1.0200000e+02  -9.0000000e+01  -2.3459722e-01   2.2664503e-01  -1.0880579e-01   1.2829860e-01   3.0580422e-05   1.8201023e-03
  -1.0500000e+02  -9.0000000e+01  -2.4871652e-01   2.4498555e-01  -1.0973717e-01   1.2873919e-01   3.3777171e-05  -2.2034156e-04
  -1.0800000e+02  -9.0000000e+01  -2.5876608e-01   2.5906862e-01  -1.1187437e-01   1.3060753e-01  -7.6928367e-05  -2.1532590e-03
