  -1.3500000e+02  -3.0000000e+01  -2.4010516e-03   3.9587942e-04  -1.7204374e-01   2.5492193e-02   6.0160390e-06  -7.5342067e-05
  -1.3500000e+02  -3.3000000e+01  -3.5596876e-03   5.7416722e-04  -1.7268710e-01   2.5629901e-02   8.8465266e-06  -1.8093683e-04
  -1.3500000e+02  -3.6000000e+01  -4.7427130e-03   7.7227183e-04  -1.7283428e-01   2.5690771e-02   2.5439846e-06  -2.8855976e-04
  -1.3500000e+02  -3.9000000e+01  -5.9005094e-03   9.5304121e-04  -1.7250326e-01   2.5681193e-02   1.8569518e-05  -4.1827595e-04
  -1.3500000e+02  -4.2000000e+01  -7.1220572e-03   1.1436872e-03  -1.7165253e-01   2.5591832e-02   5.3482390e-06  -5.6995970e-04
  -1.3500000e+02  -4.5000000e+01  -8.3302202e-03   1.3484186e-03  -1.7027799e-01   2.5416024e-02   1.1419862e-06  -7.6523553e-04
  -1.3500000e+02  -4.8000000e+01  -9.5791614e-03   1.5470380e-03  -1.6835147e-01   2.5159631e-02   5.5102612e-06  -1.0173078e-03
  -1.3500000e+02  -5.1000000e+01  -1.0920727e-02   1.7598840e-03  -1.6584157e-01   2.4812823e-02   9.3738096e-07  -1.3536944e-03
  -1.3500000e+02  -5.4000000e+01  -1.2319444e-02   1.9843236e-03  -1.6271872e-01   2.4369786e-02  -1.1734685e-05  -1.8097418e-03
  -1.3500000e+02  -5.7000000e+01  -1.3781358e-02   2.2144351e-03  -1.5893947e-01   2.3828274e-02  -9.1926077e-06  -2.4342001e-03
  -1.3500000e+02  -6.0000000e+01  -1.5308654e-02   2.4599972e-03  -1.5442652e-01   2.3168587e-02  -3.5383959e-05  -3.2931474e-03
  -1.3500000e+02  -6.3000000e+01  -1.7130764e-02   2.7441029e-03  -1.4908855e-01   2.2391287e-02  -5.4076774e-05  -4.4803161e-03
  -1.3500000e+02  -6.6000000e+01  -1.9103076e-02   3.0541145e-03  -1.4273040e-01   2.1452996e-02  -5.5340465e-05  -6.1495630e-03
