  -4.9900000e+00   0.0000000e+00
  -4.9260000e+00   0.0000000e+00
  -4.8620000e+00   2.0000000e+00
  -4.7980000e+00   5.0000000e+00
  -4.7340000e+00   0.0000000e+00
  -4.6700000e+00   1.0000000e+00
  -4.6060000e+00   2.0000000e+00
  -4.5420000e+00   1.0000000e+00
  -4.4780000e+00   0.0000000e+00
  -4.4140000e+00   0.0000000e+00
  -4.3500000e+00   3.0000000e+00
  -4.2860000e+00   1.0000000e+00
  -4.2220000e+00   2.0000000e+00
  -4.1580000e+00   1.0000000e+00
  -4.0940000e+00   0.0000000e+00
  -4.0300000e+00   1.0000000e+00
  -3.9660000e+00   1.0000000e+00
  -3.9020000e+00   3.0000000e+00
  -3.8380000e+00   3.0000000e+00
  -3.7740000e+00   0.0000000e+00
  -3.7100000e+00   2.0000000e+00
  -3.6460000e+00   0.0000000e+00
  -3.5820000e+00   2.0000000e+00
  -3.5180000e+00   1.0000000e+00
  -3.4540000e+00   1.0000000e+00
  -3.3900000e+00   1.0000000e+00
  -3.3260000e+00   0.0000000e+00
  -3.2620000e+00   1.0000000e+00
  -3.1980000e+00   2.0000000e+00
  -3.1340000e+00   3.0000000e+00
  -3.0700000e+00   1.0000000e+00
  -3.0060000e+00   1.0000000e+00
  -2.9420000e+00   0.0000000e+00
  -2.8780000e+00   2.0000000e+00
  -2.8140000e+00   0.0000000e+00
  -2.7500000e+00   1.0000000e+00
  -2.6860000e+00   0.0000000e+00
  -2.6220000e+00   0.0000000e+00
  -2.5580000e+00   0.0000000e+00
  -2.4940000e+00   0.0000000e+00
  -2.4300000e+00   1.0000000e+00
  -2.3660000e+00   4.0000000e+00
  -2.3020000e+00   0.0000000e+00
  -2.2380000e+00   2.0000000e+00
  -2.1740000e+00   1.0000000e+00
  -2.1100000e+00   0.0000000e+00
  -2.0460000e+00   0.0000000e+00
  -1.9820000e+00   0.0000000e+00
  -1.9180000e+00   3.0000000e+00
  -1.8540000e+00   1.0000000e+00
  -1.7900000e+00   4.0000000e+00
  -1.7260000e+00   1.0000000e+00
  -1.6620000e+00   2.0000000e+00
  -1.5980000e+00   0.0000000e+00
  -1.5340000e+00   0.0000000e+00
  -1.4700000e+00   3.0000000e+00
  -1.4060000e+00   3.0000000e+00
  -1.3420000e+00   2.0000000e+00
  -1.2780000e+00   2.0000000e+00
  -1.2140000e+00   1.0000000e+00
  -1.1500000e+00   2.0000000e+00
  -1.0860000e+00   0.0000000e+00
  -1.0220000e+00   2.0000000e+00
  -9.5800000e-01   1.0000000e+00
  -8.9400000e-01   1.0000000e+00
  -8.3000000e-01   1.0000000e+00
  -7.6600000e-01   2.0000000e+00
  -7.0200000e-01   1.0000000e+00
  -6.3800000e-01   1.0000000e+00
  -5.7400000e-01   1.0000000e+00
  -5.1000000e-01   5.0000000e+00
  -4.4600000e-01   0.0000000e+00
  -3.8200000e-01   0.0000000e+00
  -3.1800000e-01   4.0000000e+00
  -2.5400000e-01   2.0000000e+00
  -1.9000000e-01   0.0000000e+00
  -1.2600000e-01   1.0000000e+00
  -6.2000000e-02   1.2000000e+01
   2.0000000e-03   2.1800000e+02
   6.6000000e-02   6.3000000e+02
   1.3000000e-01   7.5100000e+02
   1.9400000e-01   8.0700000e+02
   2.5800000e-01   8.1000000e+02
   3.2200000e-01   8.7200000e+02
   3.8600000e-01   8.3700000e+02
   4.5000000e-01   8.5800000e+02
   5.1400000e-01   8.8000000e+02
   5.7800000e-01   8.8900000e+02
   6.4200000e-01   8.9100000e+02
   7.0600000e-01   8.3500000e+02
   7.7000000e-01   8.1300000e+02
   8.3400000e-01   8.1100000e+02
   8.9800000e-01   7.8600000e+02
   9.6200000e-01   8.1900000e+02
   1.0260000e+00   8.0400000e+02
   1.0900000e+00   7.3000000e+02
   1.1540000e+00   7.9400000e+02
   1.2180000e+00   7.2000000e+02
   1.2820000e+00   6.8900000e+02
   1.3460000e+00   7.1200000e+02
   1.4100000e+00   7.5400000e+02
   1.4740000e+00   6.7100000e+02
   1.5380000e+00   7.3700000e+02
   1.6020000e+00   7.2700000e+02
   1.6660000e+00   6.5100000e+02
   1.7300000e+00   6.4600000e+02
   1.7940000e+00   6.1000000e+02
   1.8580000e+00   6.3500000e+02
   1.9220000e+00   6.0400000e+02
   1.9860000e+00   5.8300000e+02
   2.0500000e+00   5.7600000e+02
   2.1140000e+00   5.6300000e+02
   2.1780000e+00   5.4700000e+02
   2.2420000e+00   5.2200000e+02
   2.3060000e+00   5.3700000e+02
   2.3700000e+00   5.7300000e+02
   2.4340000e+00   5.3400000e+02
   2.4980000e+00   5.0500000e+02
   2.5620000e+00   5.2800000e+02
   2.6260000e+00   4.5100000e+02
   2.6900000e+00   4.6000000e+02
   2.7540000e+00   4.5200000e+02
   2.8180000e+00   4.5200000e+02
   2.8820000e+00   4.3100000e+02
   2.9460000e+00   4.3900000e+02
   3.0100000e+00   4.4500000e+02
   3.0740000e+00   4.3200000e+02
   3.1380000e+00   4.2100000e+02
   3.2020000e+00   4.1500000e+02
   3.2660000e+00   4.1500000e+02
   3.3300000e+00   4.1400000e+02
   3.3940000e+00   4.0400000e+02
   3.4580000e+00   3.7700000e+02
   3.5220000e+00   3.5400000e+02
   3.5860000e+00   3.6000000e+02
   3.6500000e+00   3.8600000e+02
   3.7140000e+00   3.6300000e+02
   3.7780000e+00   3.4300000e+02
   3.8420000e+00   3.2800000e+02
   3.9060000e+00   3.3500000e+02
   3.9700000e+00   3.1800000e+02
   4.0340000e+00   3.1200000e+02
   4.0980000e+00   3.0100000e+02
   4.1620000e+00   3.1700000e+02
   4.2260000e+00   2.9900000e+02
   4.2900000e+00   2.9300000e+02
   4.3540000e+00   2.8300000e+02
   4.4180000e+00   2.8100000e+02
   4.4820000e+00   3.0700000e+02
   4.5460000e+00   2.6700000e+02
