id1	id2	id3	id4	id5	id6 id7
470 -3.17470286663735e-05 -3.3213467985016e-05 -4.24235191520683e-05 0.000187974683170464 0.000162116117183891 0.000186363317573895
475 -2.91163002368311e-05 -3.06960610896301e-05 -4.06949390325817e-05 0.000189814212972205 0.000162076240060193 0.000187990733020369
480 -2.52638116342574e-05 -2.68834546690577e-05 -3.79637369185559e-05 0.000192914852411989 0.000162789330080056 0.000190772040232727
485 -2.01288777132991e-05 -2.16332465143854e-05 -3.42267434463306e-05 0.000197738870411556 0.000164565675478112 0.00019510470436125
490 -1.36601996605368e-05 -1.47531005343371e-05 -2.95092310542699e-05 0.000204934855696451 0.000167833796429013 0.000201530944783475
495 -5.8634749107167e-06 -5.99370998943805e-06 -2.39140817515082e-05 0.000215441545263717 0.000173212250451891 0.000210808811479718
500 3.05240307452159e-06 4.89903390277213e-06 -1.77492932671441e-05 0.000230560943878892 0.000181567716351203 0.000223935951592462
505 1.2248724186481e-05 1.77910114722568e-05 -1.18419078025678e-05 0.000251430767350235 0.000193685935268789 0.000241636523252975
510 2.00518080575307e-05 3.20951298669048e-05 -7.62009679600162e-06 0.000278945394632711 0.00021035312391533 0.000264272790599424
515 2.37407884731144e-05 4.66432839136832e-05 -7.13594916490479e-06 0.00031342530559717 0.00023238529461217 0.000291609901728564
520 1.95887784477655e-05 5.93573287279714e-05 -1.28562253505216e-05 0.000353557901652032 0.000260263819677329 0.000322152304550669
525 4.00025399360793e-06 6.72128387630977e-05 -2.67832481655184e-05 0.000395374694738752 0.000293517262742548 0.000352731823432245
530 -2.43298311406459e-05 6.77145744671925e-05 -4.9184761409915e-05 0.000434119546828037 0.000331171074879494 0.000380214829304515
535 -6.41981876556841e-05 5.90758466501029e-05 -7.88416521912971e-05 0.000465415594574822 0.000371733496663213 0.000402184324848462
540 -0.000112430947586173 4.01784435806185e-05 -0.000113627850171882 0.000485999713951568 0.000413080782460563 0.000417095760631472
545 -0.000164941238075311 1.0757616218493e-05 -0.000151165245459772 0.000494576823070901 0.000452901062599142 0.000424547916946115
550 -0.000218019557929994 -2.87728259893427e-05 -0.000189460110723516 0.000491746377879685 0.000489149474473855 0.000425099354081019
555 -0.000268805109677972 -7.79059146951422e-05 -0.000227069960198945 0.000478734121389672 0.00051953090811702 0.000419419878056292
560 -0.000314631343063088 -0.000135637671374811 -0.000262595009795197 0.000456631470792493 0.000540390379012183 0.000407755061878342
565 -0.000353332782292881 -0.000199114723073546 -0.000294678300822193 0.000427340975600533 0.000548084223788126 0.000390718119001348
570 -0.000383639462808949 -0.000263597273500338 -0.000322211326118538 0.000393346659162281 0.00054031570118267 0.00036934049266151
575 -0.000405286424830731 -0.0003234137032464 -0.000344488637436413 0.000357232147527989 0.000517234374294802 0.000344932913339707
580 -0.000418862441925461 -0.000373552601981908 -0.000361272023859716 0.000321257292982153 0.000481671698327988 0.000318892762217839
585 -0.000425519373598471 -0.000411052721581928 -0.0003727632623447 0.000287117851951451 0.000438268984320779 0.00029252446807778
590 -0.000426822912390712 -0.000435681465804416 -0.000379625023634755 0.000255943401881805 0.000392213439555878 0.000266991098132976
595 -0.0004243951450289 -0.000449352413448789 -0.000382799121270594 0.000228245439848271 0.000347629367135036 0.000243122075583765
600 -0.000419562345184366 -0.000454751205505532 -0.000383215337333986 0.00020403301461017 0.00030686748747222 0.000221334310375383
605 -0.000413317892593801 -0.000454445833466099 -0.00038168215467338 0.000183043090732806 0.000270864334172874 0.000201749333426242
610 -0.000406364626152511 -0.000450507175568493 -0.000378851040373496 0.000164897319969885 0.000239673897228061 0.000184304459325679
615 -0.000399179026601582 -0.000444451123890355 -0.00037522083146202 0.00014919309969653 0.000212899017509727 0.000168836615069556
620 -0.000392066806536029 -0.000437311653046057 -0.000371154798338269 0.000135550139413706 0.000189965543323145 0.000155137180069413
625 -0.000385150751371022 -0.00042965308298859 -0.000366848906837802 0.000123637861507619 0.000170270607234556 0.000142978536788829
630 -0.000378457696216916 -0.000421763592179714 -0.000362398045096857 0.000113190226725291 0.000153291189593257 0.000132154699615524
635 -0.000371997968378501 -0.000413827945018097 -0.000357868375033821 0.000103994671119114 0.000138602771315301 0.00012249507236811
640 -0.000365772881418369 -0.000405965104029349 -0.000353307041103701 9.5879307220501e-05 0.000125860231288355 0.000113857599273171
645 -0.000359778403884681 -0.000398250679420009 -0.000348747834697294 8.87034644404086e-05 0.00011478143471946 0.000106123009020235
650 -0.000354007383127186 -0.000390731400792266 -0.000344215036121476 8.23506574874125e-05 0.000105134067397946 9.91902629321216e-05
655 -0.000348450891084706 -0.00038343454998313 -0.000339726047382083 7.6723316865799e-05 9.67252773747917e-05 9.29729688625666e-05
660 -0.000343099037968475 -0.000376374188073791 -0.000335293220146804 7.17388045124719e-05 8.93935921718441e-05 8.73965571664825e-05
665 -0.000337947329457355 -0.0003695647235471 -0.000330931884926278 6.73212100769437e-05 8.29952694767278e-05 8.23923805644075e-05
670 -0.000333005911041351 -0.000363037326137627 -0.00032667189136748 6.33897003383227e-05 7.73861599842655e-05 7.78887748601101e-05
675 -0.000328280840992567 -0.000356811004458946 -0.000322536705444243 5.98724567512279e-05 7.24405993212986e-05 7.38204821652056e-05
680 -0.000323772357079921 -0.000350891733188696 -0.00031854135080156 5.67085109126586e-05 6.80532636867267e-05 7.01304416239714e-05
685 -0.000319476799610863 -0.000345276929923255 -0.00031469463567646 5.38461823779187e-05 6.41361302128223e-05 6.67690343471245e-05
690 -0.000315387976576265 -0.000339958555034992 -0.000311000834005037 5.12416787636978e-05 6.06157115886089e-05 6.3693263408047e-05
695 -0.000311498124890175 -0.000334925238409278 -0.000307460945774052 4.88578734606684e-05 5.74306407367663e-05 6.08659444438016e-05
700 -0.000307798581016039 -0.000330163724166166 -0.000304073636684832 4.66632559778448e-05 5.45296122633747e-05 5.82549476152849e-05
705 -0.000304280242727106 -0.000325659839101933 -0.000300835934291976 4.46310414568101e-05 5.18696562060911e-05 5.5832511240462e-05
710 -0.000300932896290851 -0.000321397665402623 -0.000297742463024164 4.274002234275e-05 4.94169360581736e-05 5.35760010097652e-05
715 -0.000297743956702456 -0.000317357843176991 -0.000294783884440708 4.09765443786368e-05 4.71491262075464e-05 5.14696524052894e-05
720 -0.000294701542680853 -0.00031352226110215 -0.000291950953622999 3.93294144323911e-05 4.50480077226926e-05 4.95002577817363e-05
725 -0.00029179494404219 -0.00030987472434596 -0.000289235236922591 3.778870929919e-05 4.30976605726913e-05 4.76560974282919e-05
730 -0.000289014481458238 -0.000306400711074684 -0.000286629029037533 3.63455996147482e-05 4.1284112677038e-05 4.59267364912333e-05
735 -0.000286351385724304 -0.000303087164445603 -0.000284125279313319 3.49922021399761e-05 3.9595050791952e-05 4.43028539325055e-05
740 -0.000283797693482635 -0.000299922314346723 -0.000281717526251279 3.37214552573774e-05 3.80195809980082e-05 4.27760978448952e-05
745 -0.000281346156875362 -0.000296895524150464 -0.000279399839296701 3.25270135590561e-05 3.65480292237369e-05 4.13389625553546e-05
750 -0.000278990165019088 -0.000293997158570924 -0.000277166767065129 3.14031582170322e-05 3.51717742760597e-05 3.99846838225836e-05
755 -0.000276723675557422 -0.000291218469363974 -0.000275013291259896 3.03447204630142e-05 3.38831074128032e-05 3.8707149127237e-05
760 -0.000274541207032408 -0.000288551569876505 -0.000272934861146101 2.93468848896812e-05 3.26749379185005e-05 3.75007011841611e-05
765 -0.000272438110484163 -0.000285989802191855 -0.000270927828614154 2.84042970666003e-05 3.15395788638098e-05 3.63593070246568e-05
770 -0.000270410224739503 -0.000283527232153746 -0.000268988989150065 2.75117189242317e-05 3.04696210080873e-05 3.52771354095621e-05
775 -0.000268453643628153 -0.000281158314891616 -0.000267115272543084 2.66644818311248e-05 2.94585209919978e-05 3.42489598201409e-05
780 -0.000266564700695859 -0.000278877870326877 -0.000265303743408163 2.58584203146139e-05 2.85004924318545e-05 3.32700911617275e-05
785 -0.000264739954944693 -0.000276681060040973 -0.000263551600907297 2.50898119975601e-05 2.75904090769824e-05 3.23363164841067e-05
790 -0.000262976176712781 -0.000274563364386804 -0.000261856176593023 2.43553254714648e-05 2.67237216470119e-05 3.14438453338508e-05
795 -0.000261270333930863 -0.000272520560292477 -0.000260214930932978 2.36519749615472e-05 2.58963862453203e-05 3.05892627221668e-05
800 -0.000259619578921955 -0.000270548700034068 -0.000258625448925409 2.29770808161635e-05 2.5104802590801e-05 2.97694878327154e-05
